x,y,z,d
-21.6204793928925,-28.6325507557618,54.4693801018743,2.5323741585388
-21.6361939249915,-30.1445973869469,54.3306198913032,1.04858840543889
-22.4318557122407,-27.6811081293651,55.6983000160746,3.95154254651202
-22.4577560110985,-27.3271740258487,56.1616140843288,4.4816134898316
-22.2172737156552,-25.4215989915818,55.2603342778071,5.87160746302243
-21.6433706956072,-29.6642879926174,54.0666209714264,1.44599880134776
-21.4114658094879,-29.9020065840372,53.0687550209398,1.47027262128323
-22.6102653909078,-27.1543453765948,56.3915764255968,4.77459732876556
-22.4423557693411,-25.8319243648839,56.0915021245548,5.76757017307759
-22.6877750778297,-26.941339489942,55.9940893777888,4.78151881519157
-21.6617610949806,-28.8011258126091,54.3172016521595,2.33724071949591
-22.4153878943918,-29.7134401704607,56.3382368654695,2.92102800249289
-22.6441040126026,-26.1065796265739,55.9162876416599,5.48541849531923
-22.2426777528149,-26.5911874087094,55.6719060256189,4.88692916267139
-22.163252091917,-29.101030753555,55.2476740775824,2.47575370072817
-22.1093387211297,-29.4270718991811,54.775397064138,1.95561611346729
-21.4392797189257,-27.6661145097601,53.7847719258905,3.43957527579958
-22.1176080405332,-30.2359426542619,55.3305352342024,1.74955543971699
-21.5547753953697,-29.4321664838062,54.6648787294769,1.8354164032746
-23.3650500961734,-25.5333176621228,57.6910699351321,6.96243961165186
-21.4232973045275,-27.9629037547855,53.1126830202829,3.23920742171245
-22.4425931518025,-25.5171235401291,56.8222854778946,6.35753294918389
-22.4400345300119,-28.3238807849994,55.7269233653549,3.4278484345705
-22.8384799285803,-26.2531049489472,56.6358102268923,5.70183143972046
-21.6701021145506,-28.295246970673,53.6889720460198,2.81355409746188
-22.6640477835769,-26.5205365558495,56.4458970692111,5.34651989700436
-21.9807843323362,-28.8330828743842,54.9997057283168,2.54818811139518
-22.0316599779015,-28.9690985316052,54.7561096311478,2.3366632416917
-22.1023263235938,-25.2084384717344,56.0875722824159,6.30462540263169
-22.7127675035643,-26.9284636224955,56.4658106339458,5.02228548323385
-21.7970168557175,-29.1907708239673,54.2385712693676,1.94900030592422
-21.6791592625623,-30.5467323495464,54.4903825091299,0.812971579438313
-21.2100176174019,-30.984796830157,52.1863597796009,1.76122708190862
-22.5687502607693,-26.8249109151593,56.2535250444563,4.97533354519551
-22.0364022209368,-29.8307288036061,54.8728383415697,1.65768233002044
-22.4152042477403,-26.9716330592853,56.3357696611622,4.86219553339414
-20.418027127556,-30.7660885461541,51.3774641485017,2.80566281871096
-23.021936091189,-28.1171275804493,56.2076940076557,4.03049398358461
-22.9459535558685,-24.8282616693933,57.8765341103589,7.54712635332178
-22.3042418607779,-28.1592086256701,55.3637327855043,3.35957202232151
-22.0253323611539,-27.9838895652328,55.4127762148189,3.4899203049972
-22.0443875924363,-26.9939889041328,55.3871211640145,4.38957136952524
-22.1571751924828,-27.8982831838532,55.089393271007,3.46064894478365
-21.9364831517088,-29.2558708276195,54.5419540519955,1.98144854101292
-21.6086407218746,-28.2231859191487,53.8085921431972,2.87827888053676
-23.2417509716522,-26.0102321795091,57.3765146851831,6.37865480142323
-22.0792370635846,-27.1107698954649,55.5194090526481,4.33198691939865
-22.7080936262307,-26.2371481602379,57.7779102702264,6.31770429538282
-21.412652094978,-29.0688211912683,54.4210126659154,2.10528876608435
-21.9412649076659,-29.1472926747399,54.3560293614471,2.03408220429525
-22.6250015284042,-25.7654399212501,56.1405820154463,5.87608433695133
-21.6346870652345,-31.9926626357954,54.7734024729162,1.24935249370862
-20.3980044974179,-29.0068022002976,51.0970251045544,3.69904561764312
-22.7918705973612,-26.9899779643079,56.4494741740431,4.98123029168921
-21.8510720301497,-27.4084624241725,55.2569737044417,3.94104865138912
-22.3520742776805,-29.8578823728332,55.8407705058154,2.42385273379178
-21.6460605668669,-27.9348332686248,55.4044292479592,3.5048123167068
-22.8938640361453,-26.6503772841288,56.293311904913,5.21547393165999
-22.9367059430443,-25.1481593515607,56.3032062316746,6.55641594734077
-22.465054543849,-28.4309477147128,55.9869710823014,3.49679964593237
-21.1033868208373,-29.0029475865354,52.7659094031405,2.43524433197599
-22.3046942172935,-28.3959324838275,55.2517724615968,3.10416878726622
-21.8453946199655,-28.5720789149618,55.0561088753616,2.79055393486287
-21.8070284287685,-29.143470344822,54.4096194676384,2.03238309964078
-21.6798430973165,-27.7089093708311,53.5648770542932,3.40854484555587
-23.2667761172941,-24.6006226553063,58.598056629324,8.19095748897737
-22.5420852651431,-26.1436490509121,56.5513774838741,5.69936329244931
-21.9138668574732,-31.0161285596668,54.3587552697019,0.562141637136874
-21.6491337934507,-29.4136791499872,53.8503166207543,1.687767927477
-21.7392495613604,-28.3663456757501,54.5942483926239,2.82386919588893
-21.9789216167116,-26.9929313009251,54.6985656477796,4.20110723314056
-21.914643486985,-29.8449221830113,54.4489069953413,1.40553183533271
-21.7742491394234,-27.3799502263841,54.3596866849719,3.75239189439349
-21.9008116752142,-29.5551871946887,54.8781031472755,1.85300297736112
-22.3217728529273,-27.8235169163645,55.2183032954361,3.60474978706289
-23.4510901900272,-24.2204087980925,58.8600113034398,8.68084224757188
-22.0494893658896,-27.2468334125706,54.5999174839895,3.94193073568326
-21.6853934351828,-28.8176394423997,54.620913644076,2.3950319905748
-22.0776750292632,-27.7486212179161,54.8801562309771,3.52428991595573
-22.8770425906445,-26.7706940398265,56.5083655805781,5.21318509905972
-22.0989053835569,-28.6428221945102,55.0683566839223,2.76616823248327
-22.6140379834397,-26.0450262348315,56.6120027045008,5.82546062278518
-21.9971372031049,-27.3128236733676,56.153438760582,4.42474956746573
-22.2226495082524,-29.0427071352112,55.312339759059,2.57193505685047
-21.7249717608983,-26.1081615336239,54.0662165466149,4.99616824734538
-22.3764904167242,-28.3893876815688,56.2960985391885,3.70022225245957
-21.5506546557341,-28.5136393505378,53.9070199413449,2.58684086322754
-23.1084096454408,-27.2504828599638,57.4720146815751,5.46382382176431
-21.384853918265,-28.8830012720738,52.356529250771,2.70992124421312
-22.3599928216714,-26.8440274325044,56.4074815422914,4.99783505822263
-21.7485977364632,-29.561892048638,54.2547065007412,1.58545705050407
-23.8894980000108,-24.1085492663677,58.3295533162534,8.5873818498069
-21.794565915378,-28.3669348919083,55.3981740717374,3.12282345477956
-21.8787608334731,-29.47664943702,54.5742725499641,1.77978035842664
-21.9732677760845,-28.6737877854152,54.4169430507404,2.50859814648986
-22.9555445365272,-25.6533845003,57.0793389432397,6.4506834915442
-22.3486962317901,-27.5094149950902,55.9472921401638,4.20050613999749
-22.0213018184548,-28.3163927459696,54.4478763211794,2.86812360790697
-21.4092213404054,-29.673627495695,53.6058435722345,1.46883049464181
-23.1211459862697,-26.8945208942168,57.4741950228353,5.72492879274354
-22.1184466189101,-26.0760283568908,54.8463558115497,5.13854719638522
-22.4055149535278,-27.1491991768701,55.9569978598016,4.52646900791654
-21.0108599728491,-31.1359908366504,53.5897310650764,0.666819408755357
-22.2427550797929,-27.0739629236341,55.2331275523475,4.28944491790028
-21.3895308874903,-29.6753237600737,53.2069833554952,1.59820890546002
-21.9854050313917,-29.0355523955642,54.5270222803307,2.19172030371437
-22.7505681530037,-26.2988794905281,56.4389702536071,5.5516605776902
-22.4464023450256,-29.6421844310291,56.1412106622087,2.80439804507076
-21.6176756009665,-27.2457213682418,54.0967306748254,3.85933662130097
-22.3138539979074,-28.8895821914612,55.0020173677771,2.5709874946246
-22.3352834862798,-27.3018710525194,55.8211260234014,4.31939237679052
-22.4973664085361,-27.580995841113,56.7633127922232,4.62463154073297
-22.8582784235978,-26.5022915034609,57.1306436102248,5.75840656316706
-21.5673815492856,-30.1020887281494,53.8740348626418,0.998781787064367
-21.8638377729219,-29.2699947115537,53.944274121851,1.84945665643383
-21.9156923334526,-28.1615019094303,55.1184894508375,3.19674040539494
-20.928192584361,-28.3683200373127,53.2098385941674,2.89650192272603
-22.9619614816471,-24.5191750328798,57.459987920773,7.60497931104433
-21.7458721229389,-29.5310037774428,53.5034961738598,1.62488249014914
-21.6980944931797,-28.4044098717831,54.7210909420158,2.81957780598315
-21.6345863754288,-29.4041027749283,53.6144916320792,1.72011006727008
-22.2905254016042,-28.6618464077066,55.724073785772,3.1222849719099
-23.1941009001049,-25.1961480389047,56.6449135143151,6.70307212099902
-22.3074797368665,-28.3505990753426,56.8568642302498,4.09911930769458
-20.58672481832,-31.3817259666892,50.506705054722,3.55254087939387
-23.2031343222198,-24.9642169334413,57.7873501961698,7.43837112831893
-22.2146905110958,-26.8644179423631,55.6422487360417,4.62097721804016
-22.3145311510619,-28.4695419251444,55.1820543332392,3.01222969953953
-21.9537751444948,-26.8281353497538,55.1688522860327,4.4703434506373
-23.4011979041725,-24.8401591142632,57.8013757537771,7.59280281430365
-22.5673735041369,-27.8623470416189,56.1163802865082,4.04110749050829
-22.2218042008498,-28.311021380356,54.9830972362833,3.05583733668375
-21.7036336626256,-26.8285893630687,54.1818423872759,4.28195328052328
-21.9436656215028,-28.9488765122971,54.5910747217954,2.28539331185127
-21.7025753769765,-29.0245639346729,54.0156398006497,2.08118455037426
-21.7345104906473,-29.2749103607209,54.4611710108449,1.91414685092626
-20.9714492245369,-29.8430726206613,53.8135268986073,1.40798441451994
-22.5667947987476,-27.999390351625,56.1254785631305,3.93715978967514
-22.592882609857,-27.3824214594179,56.2886914156649,4.52902337834817
-22.5686739501125,-28.1067049903903,55.5016518114134,3.53035872981554
-21.3082169931835,-28.7356837113103,53.5388970279577,2.40946554083022
-22.0511941631177,-27.4518883727917,54.985956101247,3.83296168402969
-22.8449050142405,-24.6519771269048,57.0717586685501,7.29293085926108
-22.1141630744257,-29.962261204323,54.8648330565053,1.57788341179466
-21.9578656788813,-27.0798617019518,54.5368690558041,4.08597380972954
-22.6564919453054,-28.1365192626832,57.0101478920731,4.42395899862432
-21.9857476865271,-28.6531191922695,55.5135223943086,2.95626140282555
-22.8219412089866,-27.2561138911418,55.9995626270657,4.5471709843664
-21.5693690875867,-26.3559331211681,53.7352018970344,4.74702719798049
-22.0435291560761,-28.024329764794,54.9782920808407,3.28925209122464
-21.871494519857,-29.1245168981286,55.4342807860879,2.51600085267277
-21.9585894140182,-29.1036534372765,54.7027654342525,2.1813799093176
-21.3128671795364,-28.981298761095,53.4094838257804,2.19361489635172
-21.8880480114557,-29.550689317921,54.9608648089265,1.89967612748236
-21.8963274138306,-28.1179903857297,55.2437106503223,3.28416649815106
-23.9339103116614,-26.0586145240298,57.7922914388606,6.78326156839247
-22.0554009648053,-27.217204279749,55.5389259219522,4.23905305718061
-21.376273245311,-30.8587081021439,53.0237695664325,0.935978212056481
-21.9781767245165,-26.9985696265449,54.9084197834769,4.24047865257844
-22.5920439462287,-27.3282932893525,57.0128475076447,4.98996415901379
-22.6801059027303,-26.1014475326786,56.651312100362,5.80705379717425
-22.1293516850933,-27.8979518796814,55.5417458716709,3.63712178494145
-22.4365033039103,-29.8621444866141,55.3226774202232,2.0630160182329
-22.8547786502778,-25.8443275281352,56.8063618742541,6.13543005312811
-20.6867959220272,-29.130426449292,51.9514730424909,2.91717653970659
-22.8204117425533,-26.4696911973122,57.4458825432467,5.95839302497845
-21.6847291488018,-28.0587994442634,54.4095286456322,3.08475271125404
-22.2495463697894,-28.5108704734851,55.8361627379667,3.29760948862479
-21.9025973964121,-27.2085860803212,54.3006400631956,3.92366919334734
-22.0079733511632,-28.1176090782759,55.6555389527942,3.48468289518852
-22.2752096158741,-28.2169370467005,55.4425495834936,3.33877511006555
-22.3220242025166,-28.0349256838227,55.7805817685915,3.66777688812558
-21.4825534085225,-28.685670697529,54.3294290441081,2.45503339825412
-21.9594560896242,-30.0588313734147,54.5181912777387,1.26309193854829
-22.0557465323247,-29.5373561463848,54.4588721251158,1.72101678295094
-22.4602262132855,-26.313597346576,55.7488128247415,5.20266742735455
-22.6556335412407,-25.7700412319972,56.5447754987357,6.04298436872997
-22.9750499126856,-27.1986039730283,56.3626554586215,4.8141795904936
-22.7811459612312,-27.0847735033939,56.6592917193483,5.01306696476761
-22.0397871398306,-28.4854431212766,54.9383624454825,2.84737018468427
-20.2833791565401,-30.3059074181904,50.5645455367991,3.67278231726367
-22.3945701658671,-26.9709686398294,55.9705912566588,4.68695955539522
-21.5186435671693,-27.6464295303964,53.9903108142547,3.45570888543176
-22.6942954236951,-26.1168498433323,56.9523031526282,5.94523527656907
-23.228082129151,-25.0412642904368,57.2043225505579,7.0906612763354
-21.6709075362247,-29.0523694958102,53.948670263598,2.04943586260721
-21.9369178659718,-27.8523181922548,54.6286536097402,3.34542775377944
-22.8182445326734,-27.9449358973298,56.6389957562158,4.3520853605961
-21.5250223251881,-28.1419340705314,53.4907296184344,2.98718562195752
-21.7398948456754,-29.6413897199292,55.0398573432325,1.85644533447549
-22.2344777250986,-26.5790966256556,56.1295565155957,5.08055622545802
-22.6649214264327,-26.7134280317426,56.2431612001842,5.08590952408963
-22.1350271236518,-29.9878307310887,54.909508269673,1.59445333964088
-22.0961543180235,-27.0462216928134,55.7020552402968,4.46393220828804
-23.0412893730578,-25.2109172284135,56.5965014399875,6.63549025794937
-21.763587521144,-29.5001300186195,54.2614799084087,1.64833630020682
-21.2464367483166,-26.7429302851983,53.9996227358193,4.37252651931065
-22.8461416553606,-26.4728194015013,56.6438061855394,5.52196900572179
-22.0245042478226,-27.2834987236363,55.0841732693807,4.01847635066094
-22.0131864322893,-30.3683420029097,54.8625119620602,1.27768373615817
-20.9900039314647,-29.4532130568718,52.6559888450808,2.15210738422821
-22.6153752637405,-27.4324062625976,55.8473412629691,4.27485306686809
-22.2944439807531,-27.796884299918,54.8234439629236,3.49936773191848
-22.0638397168863,-28.3026431617584,55.4947359525791,3.25323459373385
-21.4753238638824,-29.1878615071696,54.4154792782955,1.98432271594948
-22.9667129581222,-26.3745736229508,57.722445332026,6.2296586640954
-22.0096718042382,-28.2567363562011,54.7903370856445,3.00743732460216
-21.3470544659135,-29.5396094156804,53.3120393923919,1.68656393147328
-21.5444497652421,-29.5177817379098,53.8035715305125,1.58612701483868
-23.4167063599283,-24.4080415318159,58.0894580537313,8.10149917744108
