eval,order_1,order_2,order_3
12.8054691153759,12.6728093268198,12.7273811723183,12.8348512680627
7.74835577455485,7.61575876873612,7.71721066790672,7.77855806075883
6.69223691320614,5.92079786190285,6.59494486559656,6.6976010425434
8.3622213368009,7.83258862434145,8.2113070737712,8.30667725495625
9.21598899753404,9.63487808944481,9.32806633097874,9.26381107419001
8.55865016356991,7.50370558945969,8.49945124118851,8.54853497917694
10.125647035504,10.4447424254598,10.1159214093916,10.1155781174513
7.12675353253578,6.52174476908826,6.99842867852397,7.14035039241539
8.11634929078386,10.4422196604469,8.05259708287384,8.11850821657239
4.85100848025191,5.5789982921255,4.71363515691518,4.82774534454979
9.30966885864205,9.2668909044561,9.23392799817776,9.28537217143125
7.80766069998915,7.12423979492774,7.89997676361938,7.85085452728038
5.18715771647936,4.87139273505239,4.40903168445338,5.18772420276869
5.55153688915913,6.36680874619076,5.71288624677621,5.52304209535675
10.6949864704173,8.96396695779411,10.6519728654825,10.7176108897329
7.88039031341278,7.52993853909524,7.84280925869533,7.78722455063673
10.2900287519584,10.9997791878205,10.3405607531659,10.3336323238087
6.40877255888129,7.25816678574004,6.52033463518109,6.4373706903383
5.54939081422127,5.285401271085,5.44061120573607,5.52278972783557
7.62330324368372,7.70351282479023,7.60972917841289,7.5451239760574
8.91361127959508,8.1784425105563,8.99606930910207,8.9147158950455
8.69906407201181,8.3803983661992,8.66133861779745,8.70002364271924
9.42963798844004,9.65871527092252,9.38217861836145,9.39075979958064
8.13224665563643,8.2953147666383,8.05529007574014,8.08234719564314
7.60618689654271,8.12924436146334,7.73204262814465,7.61455191329923
3.40754881102894,3.94109056174623,3.54711333332222,3.40067552159538
11.0122263865577,11.0579257395257,11.0347427337596,10.9700147630129
7.53778172330984,7.31147365760323,7.51814870402621,7.50324641131105
8.37218720954279,8.63531344378894,8.35575543555054,8.38132519279305
5.86798228468199,6.03610965647872,5.87760199104354,5.8645659569392
8.93703571851159,9.13788409278288,8.94945387215363,8.89153674601823
13.8569614581048,10.9789492320877,13.3487257383967,13.7648725516362
6.84435020500503,8.51171091042336,6.94889163163153,6.8658822068455
5.06247549437169,4.45287161285967,5.20158701875944,5.06760423055861
9.24449334421057,8.64971298366474,9.52169597299596,9.28360606859933
7.23638821576038,6.50778692342369,7.17207434081345,7.19790693398679
7.93292100881457,8.57869769432366,8.0267999889875,7.90996515867068
7.544349224904,7.87234871427923,7.55713800609612,7.56510246695065
9.65626449382494,9.84800529281217,9.74795951356166,9.65881580982002
10.246380019661,9.92670676020037,10.1929994177218,10.2035562556163
8.99462386739837,9.66227158824919,9.07533928660963,8.99884899068446
6.69905588317113,8.10643956364696,6.89256140229772,6.68769048369346
8.97167798121514,8.91502607350103,8.92620234984908,8.88636772522955
5.12348236720893,5.18374032772065,5.31611182952867,5.00955954363262
13.397582599627,10.5089524030358,13.2159015837398,13.3093853841937
5.76629620459256,6.23011515471699,5.82237632974777,5.82604759338964
8.54768440519768,8.10961875977489,8.43854269606177,8.58264980587945
10.2106048795354,10.819177440471,10.2119872664604,10.0916789644575
9.86772717448707,9.94265828054397,9.98320375667382,9.6729341549464
4.21899846439933,4.80675982042303,4.3275745076571,4.5577378528428
8.73363067624879,8.32386221443682,8.57766211648302,8.68036390038097
9.34698670960957,9.03388213949239,9.32911295599568,9.35037232093777
9.24047873335565,9.8608753462115,9.2718798337759,9.17523005672884
7.64892428812624,7.86835209909948,7.84066903223169,7.49763991889465
10.0701731944859,9.28097604416767,9.96870884755339,9.78504624976826
7.32210654035484,7.30506003601805,7.35607799864889,7.03226279983336
8.58510213620232,9.26470103239736,8.6465065736525,8.44218936892352
11.3950948271445,10.4261052090483,11.4080470253224,11.5482400058769
6.44960351468183,6.52746163340743,6.41116560391081,6.25027478158993
5.80177322176041,5.78747343722414,5.7433510637088,5.84087609195985
9.66041775359629,9.71531496682273,9.79204213120721,9.94281789999528
5.43767814370079,6.47220425178048,5.53828156959012,5.17905181377736
7.96715593973984,7.84076652601402,7.82747441175692,8.05859589581059
6.22513530954433,5.89346797786214,6.13470563604804,6.09181946528252
11.9976059265352,11.7010537347379,11.9653194858834,11.8667847415534
6.93232578222492,6.95659455315842,7.09952678606526,6.82333834050001
7.4011214188971,6.77854101309227,7.30921143797767,7.13286712925134
8.48384781740081,8.04194041278478,8.37216215779894,8.48579481080432
7.89784358766183,8.21750898368058,7.98718141683443,8.40952167290777
9.52848817790778,9.58571658177135,9.66208006126586,9.55353260239612
8.30151380437983,8.22812742284922,8.2984672663225,8.24116355627975
6.12156122095129,5.72135642041528,6.12146519271069,5.81803701621472
9.92716484434721,11.2151428488457,9.99308181858725,9.98828696082658
4.14488950510621,6.18743962815557,3.99263326477739,4.13538233327456
9.45611927163716,9.01946064016426,9.35719850424084,8.64160562798104
10.8197916674176,9.85607972427479,10.7896123459883,11.116457076467
6.97097770935346,7.27467372475166,6.9214222730937,7.087344342956
3.48634528040846,3.37848011059833,3.69310233133047,3.487101141284
8.76970014498862,8.49704232697421,8.7743297738389,8.95615509556599
9.34891292942148,9.26500508808058,9.33696503211021,9.47798446363697
8.32878570166937,8.48210472825991,8.32530502101934,8.3218424600046
6.51339488488472,6.57308291278133,6.33404473851403,6.23415791950077
7.92047571876406,7.9482784545236,7.87982068452057,7.88214641035298
10.4302182329665,10.306987622027,10.4906655992262,10.0339797304404
6.26728716772977,6.40712601754648,6.32139675652653,6.46621043362731
5.11534926165743,4.82091967116938,5.16670943971128,5.21370811535936
8.82319663904862,8.169639586477,8.84730477872549,8.7439197829074
9.16060554590536,8.93160228172507,9.23948753369814,9.09503991098292
9.63230863115023,10.6419865959656,9.68389216358192,9.71785384765657
5.18806095119297,7.01944277085095,5.47673336496482,5.53775425193897
10.4641179988393,9.11051108860489,10.2882685067934,10.4044174060543
7.52844991734018,7.2707152641889,7.55392541473365,7.61258967469063
10.1479572281822,10.1573310501257,10.0894575205472,10.2102129643983
6.57323821913347,6.98381994531448,6.70384787537235,6.79796389851782
11.0461748575528,10.4988644511023,11.0550796891047,10.9664896665321
7.28611463991387,7.76400712551097,7.12932325851834,7.45252467603544
7.95460038906675,7.33461905479235,8.01929967172317,8.02124978800147
4.98370502634395,5.46598583156873,5.20418397574323,5.41160395336993
8.94296596601534,8.73238627970614,8.84230031042269,8.82495171723781
6.86670432422753,6.61837450382626,6.84187072479044,6.78398366177963
10.3854389078661,10.0152919453537,10.3503548052244,10.1845795604737
8.26815727233236,8.63336157698173,8.28258169892999,8.12557745723244
8.32440598030346,7.92842967789688,8.28857032535111,8.21881094142253
4.17106012182259,5.08532052806419,3.01383179118386,2.75457065734263
8.42766161955304,8.71451549398791,8.81419819988121,9.48150477429599
4.62164476081096,5.82870917471463,4.71627549524898,4.12379543449542
8.01907965502546,7.19046758353263,7.93762011689259,8.27880308821891
6.45171939536935,6.08366909943873,6.36346716838821,6.73181622754891
10.3419138966096,10.5929589464431,10.5202507107644,10.9186849918454
10.6403933661893,9.55516596001754,10.4182402980496,10.5961329856655
6.92767759226555,7.30669689460801,6.76740158764611,6.81685787317084
5.9255731067675,5.44081902110494,5.83860436137103,5.82197660424028
9.3169050844627,9.97369453623153,9.48478645265177,9.24029680507187
5.03296804700667,6.20680349865685,5.22041251510715,4.70296738257329
7.36981305034609,7.1906015008873,7.26211675134979,7.56158866988566
5.66026951048219,4.32502378713742,5.71886660136802,5.38276539622154
9.30593319044146,10.0502275148094,9.39930698924134,9.36422067036336
9.22215925308989,9.59228340072158,9.33273769424778,8.98203151831575
9.43249290343543,8.86156083432487,9.29600347199007,9.71526621197387
8.63367102197587,8.06770498065484,8.59143894465871,9.24488774739516
8.20953065948927,8.99397886076419,8.51243193780194,7.90885290263681
5.04113259379742,5.69219136690505,5.1738353769014,5.3666099710399
8.91756419052984,8.94511132768957,8.74998644128994,8.90941048222252
8.27256389031348,7.72560503583592,8.2261471081654,8.24033927942231
8.41154093338184,8.47992633292935,8.62474087832204,8.42149929287853
7.85194369538727,7.93810277478263,7.89653575582828,7.77688111019617
8.13256725755014,7.42198529895001,8.20330858519442,7.92527550031191
7.86284481972581,7.90469172957636,7.79348779811647,7.7249284929069
13.7331103085897,13.5966159131775,13.7315376311833,13.6386217787033
7.26271369516073,7.79724102873756,7.3693587930981,7.19647449278694
7.52055720759652,6.83409254707006,7.46617737154447,7.28266334057152
7.54786475286843,7.67604128987415,7.49766017601612,7.51352599230613
8.13577812959239,8.04096920456607,8.1032979389367,8.04040315802742
5.48853761884209,5.84578910180076,5.57606371675718,5.5512347613336
8.77474442469934,8.76525710148743,8.72382061534532,8.75006933531355
11.7710497965018,10.3110303950951,11.6153551573068,11.5146757981344
9.07091737135125,10.9102823654948,9.28542787255259,8.41217956480236
3.76841009360558,3.22081868370102,3.5969876125759,3.17994739389644
7.5923556118868,8.05187796261185,7.62924264000787,7.15690780686615
9.64483258912159,9.97966078366272,9.56544142941594,9.13713379644967
7.55262734502147,7.47644548689965,7.54604745459576,7.69510954226697
4.98323446106492,5.72353329766946,5.05107752447301,5.53000388785586
11.2311936685524,10.8164327296656,11.2549106569218,11.1503302009203
6.67854375786778,7.15811602957956,6.63794275369312,6.54858645894305
9.89058473957398,9.86166007312023,9.86100508110186,9.74910185452363
4.81625636716341,4.99972664968158,4.82190099659939,4.81198761527504
6.43057939009474,7.11629146432101,6.46266391893217,6.50938167432638
8.76430639388945,8.85068976420991,8.84579751519707,8.86504164216995
9.37548123760158,8.96784084504757,9.29905976127913,9.45112945452383
7.00664270745914,6.50646683210753,7.01428999820594,7.32993820520711
9.55401150283372,10.3402532406871,9.69733097180838,9.72959680433334
10.6236990657138,8.52350198394292,10.3386077597884,10.5025617807665
8.81978930978734,9.73888868153849,9.01888305377212,9.0230408016511
4.81043775946334,5.72824893033093,5.03910666799264,4.78694623535191
11.129009306166,10.1342828580001,11.0787910210533,10.7039452162953
6.40224600249481,6.79349245591432,6.43513162800025,6.14657822831757
5.80265636367912,5.32600369188338,5.63868414692525,5.51564566291347
9.28362031971576,8.19490728700873,9.23450637524688,9.67484681459015
7.97237648130263,8.05797095444579,8.0779402310298,7.78903386680211
9.03507115507531,9.0944134801156,9.03538625066677,9.42434902784597
8.30927542744441,8.43082380980578,8.36308995032172,8.70323656011794
9.0935490407369,9.05333185169747,9.06245923920205,9.38813470627229
7.27988845972295,7.85244641402305,7.36465956369593,7.28005161997706
6.02323039488594,5.58233475891492,5.99461807581469,5.9112532092921
8.5428376340332,8.56264952184143,8.4894466711579,8.41119693939065
6.55311576632736,6.95033057848312,6.65148068633815,6.4775116871016
9.75277103273442,9.77288474761647,9.57530146466319,10.0564246625528
9.77640899421373,9.75101544568632,9.83391244154164,9.93724800284096
9.23446577388915,9.87672642242747,9.1945859927485,9.18280582787076
7.14853641201789,7.84391310638451,7.21408711294106,6.57824105893736
7.86809309918038,6.56581413720267,8.56102904042527,8.67563658474106
3.16062206418887,2.94062316794167,3.13219911118954,3.20068961994196
10.4610757601639,10.2556593665204,10.4415832706934,10.4945161915627
7.97508388811529,7.96671880273988,7.99392393762691,8.14379487293206
6.6880069706946,6.32178838778748,6.62047208018797,6.58540852675812
8.53589733741546,7.79823693363505,8.44828655799009,8.37394608239696
8.95122052928777,9.79001999481203,9.02708042909891,8.9674299444485
6.32041644987207,7.31537502351961,6.59700716344112,6.395547883953
8.30648218159126,8.07258744509971,8.20674456087651,8.21845717321218
5.95990134719908,5.58103704505053,5.96643989547774,5.97246610343492
7.95335585461207,7.14405060195973,8.36410723685424,8.66130960406803
10.6651038257868,9.96499735485163,10.7166786535756,10.8188497398549
6.81060346427162,7.14081536638555,6.82860420001988,6.85600101959641
8.22077686875486,8.53546566058749,8.05713714764111,8.20407384145571
10.3711245563311,10.9063705088852,10.3781822855984,10.2905520737714
5.88085540082029,5.96004253371808,5.9878627132175,5.73941672962413
5.75500089910527,5.69604624221388,5.55271856483928,5.4807937889155
6.31607735768651,7.03207179090905,6.37886690263196,6.28065310150006
10.4660633598718,9.98434861751795,10.2998049475647,10.2456688200002
6.8233534380047,7.07230332831715,6.90153277193534,6.90573924957493
12.3714833109877,10.7732271870521,12.1732229868491,12.739454415031
7.35583986964935,7.80123047464041,7.41214290524496,7.22828880202303
10.6052194940524,10.8229530939436,10.6076185896405,10.6127166764618
4.82270256214286,5.19080029660209,4.98435430814325,5.07728210462231
9.11544016166371,8.97907429427881,9.07862484950135,8.94954420198864
9.91532184219238,10.5000636328857,10.0675095370138,9.92303302095819
10.8779350994186,9.2649648585282,10.9560887972464,10.988752091784
8.0876911876975,8.53397037620404,8.11805420901705,7.746370763939
9.02663897198482,8.63672271903995,9.02346143012211,9.04026582347253
7.25357579184142,7.68485644496514,7.32647768185179,7.35888736234471
9.70636617209037,11.8191547562626,8.61888590294497,8.46798978364329
3.39987091580017,4.65458023224163,0.958772263770435,1.33224802816122
8.71694017060899,8.25505410097428,8.60146332280719,8.62215427015875
5.91075369052681,5.99561932034793,5.9036604078956,5.79234287988602
5.59762852950759,5.34533372023973,5.62842359199639,5.72332427438193
7.13917848740423,7.35075194125924,7.17701077329625,7.13587368114995
9.11000917503642,8.96126700514368,9.13807974192039,8.7816974463452
9.2643945125493,8.86664972402105,9.24298788095565,9.60401807014545
8.34149195102948,8.79705635600622,8.45153950292391,8.13464206937896
5.26621409631801,6.24349066579165,5.46187353074728,5.40978538829776
8.26888055710518,7.21636308227583,8.35713947449447,8.60943925112296
7.07353794365518,6.70901438795135,7.06373351635595,7.66783061909947
10.041451638273,10.4040817470402,10.0614966501812,9.69282138503056
9.43631653717483,9.7144087649508,9.61145691532118,9.27304901103407
10.5176812226068,10.2697224727614,10.4492607588883,10.4673956534199
8.22855140148125,7.5982178384321,8.10885739020803,8.15189383830792
8.93126376652183,9.20347584552674,9.0943075368818,9.17270398368675
