iter,err_val,err_loo
100,0.0570623502984853,0.0389456002377051
200,0.0166843796793933,0.0135536120908098
300,0.0208966657466632,0.00485766022780979
500,0.00601294228987404,0.00240834929473331
1000,0.00241957173307733,0.000827717518717072
2000,0.00118854226909731,0.000513191900433075
4000,0.00104629183908663,0.000276104268000292
8000,0.000364039462724472,0.000123172971186376
