iter,err_val,err_loo
100,0.0570623502984853,0.0389456002377051
200,0.0166843796793933,0.0135536120908098
400,0.010234889345149,0.0044570606913147
1000,0.00413608299506145,0.00118036941531927
2000,0.0015595835877551,0.000593451435288951
