x,y,z,d
-24.3324436357894,-29.5897139329193,60.3788884025241,7.19188481272784
-23.9525398357583,-30.3214922911235,59.3344250528847,5.97272915734768
-24.6531449867936,-28.9028842447001,61.266543499634,8.27133454072377
-24.5026322669974,-26.5719432901339,60.6283031129058,8.61386292114726
-23.8649269549803,-32.4109683453332,58.9738436494238,5.70897727203926
-24.2057861750076,-30.3880320329546,59.9865718808961,6.65908231194624
-24.7484223168958,-29.0059026291702,61.5574606480119,8.54017039993317
-23.6909460942589,-27.7017627447397,59.1758828281592,6.61475711032546
-24.6613570981914,-30.378372796386,61.059902320392,7.82028479923833
-23.388816823954,-31.2490822198966,58.7457273931959,5.1675105328504
-25.6717530227207,-27.6132720239351,62.4996265384828,10.1336085013427
-24.3555542781681,-29.7693402117565,59.7571733436189,6.60834430316541
-24.3146840683739,-29.3750762918571,60.4143942135219,7.26513615558328
-24.0395269246171,-29.5599126167605,60.1795563978443,6.9105708387696
-24.310540442751,-31.3659066440338,60.1581707600268,6.82513275305211
-22.637439614443,-30.1542051962306,57.240843799802,3.62381650461615
-24.4306088229741,-29.6071642074222,59.8517633816068,6.75754336744768
-24.135523325029,-29.4051678696054,60.0542481768979,6.86848637654867
-25.0279919218158,-28.9769038520176,62.689718188791,9.67046078054071
-23.6276043447139,-31.3923614580674,59.2215333174384,5.70222513142655
-24.1653355088315,-29.3390293521066,59.9637794389726,6.8155252901094
-24.0841678823352,-30.9245280738435,59.4477788942717,6.08109621073551
-25.0658957851403,-27.65617740513,61.6722018123474,9.18038499575297
-23.7213258623174,-29.5729070633672,58.8339430750332,5.58353208273387
-24.8053778672707,-29.3426478524592,61.6523161243103,8.57094738834026
-23.9803859119532,-30.4146276157601,59.1304608175687,5.78737356311353
-24.9062091531005,-28.8301169390474,62.0509236161123,9.08410391123652
-23.3981422042434,-30.5837559118467,57.6227554420467,4.16638109472993
-25.0517827414022,-28.7678989631926,61.9974979475355,9.10620515637892
-24.3802844483528,-29.6765913613675,60.6661718735421,7.45232551547488
-25.1071341813471,-29.5695361977019,61.5160288856802,8.52327434755176
-23.0050130082173,-30.6665003301804,57.2719467471279,3.67858782448644
-24.6529042374812,-29.1590229380802,60.4693221958769,7.4995740113269
-24.2491037751203,-29.0003954177137,60.6664642982527,7.56380389174935
-24.0229572154525,-32.1687389221111,59.3804083844371,6.08669044816289
-22.7603537467457,-31.1475142686832,56.6702538189689,3.00382833145086
-25.3195075499484,-27.1599854283969,63.2219097280434,10.7822285366411
-25.0370845273589,-27.0925806280095,62.1201429838347,9.76952970955618
-24.5636969086611,-29.7200414270152,60.8635105453253,7.69274100333671
-23.2546260020053,-30.0330447152001,57.5800996592459,4.17364520392622
-24.5535756739987,-29.129481558486,60.3548703918061,7.36694671932669
-25.2323717382279,-27.4922745957727,61.320164215008,9.01491231319913
