iter,err_val,err_loo
100,0.165885358944341,0.211694201555539
200,0.148587973190584,0.152174557257331
300,0.13878845911693,0.142625555426452
500,0.137075701351401,0.135014490228049
1000,0.132858552316977,0.132185175853324
2000,0.130672230352842,0.132732413582837
4000,0.130301632065628,0.129866113929237
8000,0.130395827644184,0.129140772747576
