iter,err_val,err_loo
100,0.0570623502984853,0.0389456002377051
200,0.0172387248523868,0.0120622490576535
300,0.0161238668212354,0.00866198114290837
500,0.0101961936237574,0.00659986605848879
1000,0.00770331771344683,0.00616975519271837
2000,0.00720412507077139,0.0059765330320542
4000,0.00704357428324968,0.00614390570520126
8000,0.00697959242279574,0.00623138070764484
