iter,err_val,err_loo
100,329.805455435583,Inf
200,195.032072934771,Inf
300,122.881895420743,Inf
500,49.5830156275844,Inf
1000,0.00153963552096885,0.00159178885522383
2000,0.000788320587750588,0.000808820088412574
4000,0.000660239343280954,0.000647252443510604
8000,0.000527442144915676,0.000602140639038755
