iter,err_val,err_loo
100,0.0377749704510153,0.0223850449540068
200,0.011788274480757,0.0093355404810155
400,0.00212653188868609,0.00077096279452586
1000,0.000769098328934977,0.000275881528143176
2000,0.000409253501571495,0.000181448688827209
