iter,err_val,err_loo
100,0.0410231175664716,0.0185035113234976
200,0.0114565777778799,0.00708116164943776
300,0.00561447717222351,0.00195819627580507
500,0.00195839970044721,0.000641660461588279
1000,0.000708700412108146,0.000229307134551396
2000,0.000261393967007737,8.32135729619554e-05
4000,0.000134817669805717,6.83694661349706e-05
8000,9.19996824964235e-05,4.19725745294924e-05
