iter,err_val,err_loo
100,0.0136071578693667,0.0137037881549237
200,0.00695915149936683,0.00469471018882497
300,0.00577793483521555,0.00363594282019798
500,0.00508016899079985,0.0033775340624728
1000,0.00461665356861764,0.00353000962770409
2000,0.00449268459550178,0.00361542706247061
4000,0.00442247024251719,0.00384547475498194
8000,0.00438401425627507,0.00408545360548295
