YLARS,Yval
12.7686460235427,12.8054691153759
7.71129801611654,7.74835577455485
6.55368690245549,6.69223691320614
8.28987999570301,8.3622213368009
9.16820231894597,9.21598899753404
8.5782807340423,8.55865016356991
10.2020058342875,10.125647035504
7.13530674787551,7.12675353253578
8.14646138598931,8.11634929078386
4.73017658637005,4.85100848025191
9.29393089064821,9.30966885864205
7.87644751882276,7.80766069998915
4.93293921270034,5.18715771647936
5.66875937686109,5.55153688915913
10.6816577508689,10.6949864704173
7.88056882420897,7.88039031341278
10.3269553697117,10.2900287519584
6.44421626083604,6.40877255888129
5.72540677081855,5.54939081422127
7.58791417498814,7.62330324368372
8.98028285457452,8.91361127959508
8.73015222051438,8.69906407201181
9.46137088262345,9.42963798844004
8.09984219103232,8.13224665563643
7.5991127377253,7.60618689654271
3.48875340548287,3.40754881102894
11.0368280351049,11.0122263865577
7.52720499118565,7.53778172330984
8.39430657105693,8.37218720954279
5.93467935432774,5.86798228468199
8.96170703858937,8.93703571851159
13.6698316390769,13.8569614581048
6.88739360723912,6.84435020500503
4.95719375864828,5.06247549437169
9.17395257447775,9.24449334421057
7.23573864396253,7.23638821576038
7.93237539962173,7.93292100881457
7.54682579283421,7.544349224904
9.63823546010234,9.65626449382494
10.2502243781038,10.246380019661
8.90057382843337,8.99462386739837
6.68507638072855,6.69905588317113
9.00578989169152,8.97167798121514
5.08668218409676,5.12348236720893
13.3612390714028,13.397582599627
5.74186285327917,5.76629620459256
8.5856058917002,8.54768440519768
10.2003172372608,10.2106048795354
9.84588598898535,9.86772717448707
4.196914926916,4.21899846439933
8.68693146257298,8.73363067624879
9.32299432817554,9.34698670960957
9.31482520387098,9.24047873335565
7.71455523985611,7.64892428812624
10.147998872692,10.0701731944859
7.36437501056433,7.32210654035484
8.64188133094533,8.58510213620232
11.4858406468379,11.3950948271445
6.40066233519004,6.44960351468183
5.85763528998702,5.80177322176041
9.67102475119624,9.66041775359629
5.37706237902882,5.43767814370079
7.96003977051885,7.96715593973984
6.18895657943255,6.22513530954433
11.9726250497668,11.9976059265352
6.89821398181679,6.93232578222492
7.38479743880305,7.4011214188971
8.45491700808748,8.48384781740081
7.74524361078001,7.89784358766183
9.51102233464286,9.52848817790778
8.30517048653452,8.30151380437983
6.19481070575747,6.12156122095129
9.9423542397637,9.92716484434721
4.22910652715596,4.14488950510621
9.43212388551691,9.45611927163716
10.815000296024,10.8197916674176
6.93648205646972,6.97097770935346
3.53500804008591,3.48634528040846
8.84667153753828,8.76970014498862
9.33082190720194,9.34891292942148
8.3309465576576,8.32878570166937
6.43872936454383,6.51339488488472
8.04762279144357,7.92047571876406
10.4308812971649,10.4302182329665
6.30679778489269,6.26728716772977
5.09381437979285,5.11534926165743
8.81021364843972,8.82319663904862
9.19246919567129,9.16060554590536
9.63527480352822,9.63230863115023
5.21563613208172,5.18806095119297
10.4007609863418,10.4641179988393
7.50116887963936,7.52844991734018
10.1272411038166,10.1479572281822
6.5896144249665,6.57323821913347
