YLARS,Yval
63.8816682401013,62.8428191708568
67.1292230876525,67.4230544947276
59.786282926333,60.887252391299
69.7493684191341,70.0814373085208
69.815129529777,69.7950209164887
65.7220588238256,65.0770644983411
63.2125879557589,60.8349582771259
64.9572481523295,65.9227609975924
69.6145385865926,70.4939037612151
71.3201511240389,73.2213374057606
66.7347441877521,67.5487170413887
67.2319557735128,67.5347867734735
64.1457043689426,65.1446217776219
70.7039295993722,69.4441133363857
66.7161014667487,66.8897935950392
65.3088329764825,66.0051118656158
67.143718482771,67.4608516306142
67.8150188182225,66.6136697142414
63.1156312640778,63.3693827865643
68.1003048928152,68.0200296849752
72.1327165054795,69.9235043535975
61.1595379199954,59.226391813452
65.2925977847371,65.3940531425673
67.1965011975005,67.0783128663633
67.2364884325139,67.9560867913776
65.0939690253079,64.4529293278217
65.7412442769953,67.047953691178
62.5685538738026,64.2969716687186
70.6511789324963,69.5024702538755
68.2348189276704,66.7127859728979
63.8114390465659,64.4344689364085
72.3208473753841,72.4335769824934
63.4044300177696,62.2960947599472
63.8561482621056,64.9572864561456
65.2633398629031,64.5224788156611
74.1504818707489,74.1002740822247
61.8586138299491,61.5929238045229
68.5789644617402,68.7637825936391
69.4808363753946,68.6901630150623
67.3540901456905,68.1584286912815
64.8147994762067,65.7064374517924
65.3966639469454,64.9036059402216
65.8597875204631,64.5474742247929
68.0285153052819,69.2757567792513
64.0946573860991,64.155038389468
69.7084731082882,70.0090659578592
64.1568238771811,65.1871228655028
67.6280117393963,67.6977287958137
66.510280091132,66.6819211319085
69.5041103064134,67.4469891428865
65.3684395188805,65.857434830238
68.8339061798476,69.4215395520305
65.4195054871152,64.7787317976254
69.557049040812,70.2039702693267
65.5696834610265,67.2063013172211
64.380726333828,64.1876477565787
62.945163569144,62.4577232502646
69.9746006162112,70.1078058297593
68.0159082694046,68.6910055250898
65.5904014955203,66.0631365569236
64.7745394217556,65.5610926106734
69.0548240474842,68.9508594111425
66.5207511177459,66.9690381537081
67.6649534353475,65.8023268592053
64.2280861384558,63.8033462817359
66.1001648767405,66.1138043773835
66.5075021605768,67.6096970949493
63.1937383554488,63.0466683786906
68.418062506673,68.7169832965341
66.1201616330931,67.1497805889508
71.6234468471902,69.7551091720941
65.1525599376816,65.9023530199588
70.3471161800232,71.0224047930162
67.9272048697395,68.7082487559174
67.1469623430026,66.137600622152
62.7580675938996,63.3541322984806
66.279621884879,66.0549069479784
67.7427771308686,69.5480556230673
74.1706892213852,70.2955943848865
61.1671617589993,57.6023944629612
68.340750774279,68.9897614659237
62.7508355033693,62.797999893592
68.1346011061764,69.1081288054911
62.1294721495837,60.5677519777082
67.6311735898018,66.6336871409846
65.6289855201363,66.7730507824949
68.1647153995579,68.810896392869
64.1823953153374,62.8856688811791
67.3100667191116,68.1374139127282
68.1512957473527,67.921774867896
67.8190248473079,68.1662074348743
67.6687646991896,67.8382161269947
67.3860898038027,67.9342330610814
63.8091517732539,64.1145103686119
72.5274161932717,72.7941868553569
62.0799867503555,60.2273079804966
66.8174004898034,67.9252469300342
66.6667028234495,66.8092107333959
61.3050173081381,61.667616772476
68.6165994035697,68.6318832701851
70.6768003305191,73.1813997857006
67.5744344069853,67.1928849060829
61.4395585191381,61.1535432973601
67.6373548264853,68.5648820925219
69.656338999777,69.094358746648
66.7276896267834,67.2511110777717
66.6723840242886,67.0216163607884
67.2977300073411,67.0608248907431
67.0445822033186,65.1360720687725
65.7115310539698,66.5565055820119
65.1143980183776,65.2277756641809
65.8714520878241,65.8305941160768
65.6269842703816,65.540314130559
66.2515288591039,66.8914614443621
70.3320585946972,70.4029376663958
64.6176536113784,64.8199372368976
66.4995685737702,66.660788189715
65.8964929192449,66.4334834461784
71.4266093882267,70.1712275518582
67.8997837140174,69.1142384932991
67.853995971967,68.3651489396123
69.5798692879613,69.4619695333562
65.5373174434022,64.890344590425
67.6799736997052,68.1557192896978
65.3035332342306,66.1426403724493
67.8776152611549,66.7041232094126
65.9843183772206,66.9540777952685
65.423857170195,65.25863384503
63.5880202963638,64.0682888189728
73.602345999111,73.2989838323253
65.1999227709223,64.9511460935331
65.3959635396955,66.1909428987751
66.0454634211255,67.1773321963672
69.123005578475,68.4085528004684
64.873275098424,66.325415191738
65.3617485400029,66.5044898653277
71.1988336147138,67.438235076583
61.5980896215579,59.5871681152097
68.3918078919239,68.4287956844105
65.1296341141705,65.9778920174286
63.5967838555267,63.7097997371923
64.0285825343943,62.9726948371946
68.6048918532494,71.2438011880692
65.709562525356,66.3311788024483
71.6701196225751,70.871984688877
63.9259179531914,62.5248051581477
63.2729172298994,63.8073876991791
66.5710834927339,66.9116583087263
68.8187428484083,69.5757542969697
67.195336216499,68.2254044027495
68.9121836729624,68.5371690281112
67.1669425720603,67.1873367382298
68.2621550680745,67.1892185692084
60.0394307461137,59.2940839217733
71.3694174066104,71.3739968583265
65.1265272476569,65.5110598042965
67.7663905984191,67.6386333164683
68.4275434563672,68.2719794267152
70.2558595551627,73.7831437351608
68.0981373906621,65.6982357306708
62.2751341004635,62.8181702300162
66.8633535807304,67.7851553223939
64.374896449984,65.5914682338023
68.38555657426,67.7501561965018
65.6808689167518,65.4619953397998
68.9214294093328,68.5736462230194
69.3082845160403,69.6576861301598
70.7611958042877,69.2865385879967
65.8958638288534,63.8847591684149
67.9682741343223,68.1647058208965
62.7491306486461,62.6965639587865
70.2150513179863,73.411035697293
63.3467275007107,62.7043453217482
67.0820012062855,68.0169297192513
70.1444895725392,69.2317449785479
71.0396077103707,70.9695222631247
62.3486119637549,61.5774629611495
66.9513000115781,67.4934919909809
67.1432305192258,67.5765180627716
69.9559048072005,69.0219609339211
65.4075723982422,65.720251637999
65.8819911249218,65.8943012335946
69.1243458028353,67.9592726875557
68.5955656282709,69.0029946535916
63.9132067942906,64.1373992992338
63.7447471715581,63.8722493370986
70.2011642061974,70.2083800081351
64.3915383685885,63.3833736172148
66.8062414001696,67.0327617682171
72.1575688872964,71.864962359
63.7424220332946,63.7483025128215
65.142773415414,65.9987812998512
67.1988174323275,68.0310635156124
67.3615410047137,66.9823347920559
67.8753548114823,67.8468280858617
68.0158596254479,68.0451624481351
63.7950605447271,64.5236079087147
72.1579018860933,69.9186260792409
62.799533465992,58.8375437378044
67.7293909351852,68.554363641017
68.6745601305767,69.9914955414067
59.7078494206414,59.9193276239726
68.2892529979621,68.7951407293943
68.5550289061176,68.0836659231108
63.4705767685348,62.6832645301675
67.0375372519623,67.2731069472239
68.9038876906321,69.3165653408313
65.477339090661,65.1450610867948
62.4141193608578,62.5965925981044
66.7726769287924,67.9388417300214
67.2096915843034,68.0288120132518
71.3441967869734,69.5841088357428
64.4336130662719,61.6416377924007
68.1355118296376,69.8188308082188
66.0361451731926,66.8111876794561
69.6818895096404,69.7816060018718
64.476889718,64.1426890871926
70.3190358107209,71.2523222178517
67.0895125155609,66.5701537130762
66.4113136401542,67.069215368248
67.3836945244659,67.8803141325773
64.8856908467314,65.2342156439166
70.4447909424486,71.0457115281416
66.9424163575317,66.5072709954826
67.4411697666299,68.2393543772183
62.1096190807102,61.3836288336044
68.9790862757169,68.0688336399755
62.2415384604296,59.7198910050074
70.0734373880395,69.8166594413801
68.2022830203745,69.7101211801688
66.5676681947947,66.2182192435455
62.5205154458379,63.2243318713244
63.2649165907232,61.704178533851
66.4072849146159,67.0919412090429
61.7766802699601,63.5798622787113
70.5397373616984,69.499313788596
67.6062346853917,67.2077290059861
67.9959040186269,68.9545272365286
67.0811864217113,68.1646308239677
68.8994002091121,67.4686686131834
62.4245714054062,61.5362351940268
68.3028443337869,68.409891439633
65.3228721923676,66.3816311954075
68.2012384252876,68.01684037442
66.5696420190234,66.4201509333621
66.518211166928,66.7204312678893
74.7090303006876,74.350811827456
64.7013091747751,63.8785809645682
65.4824542964144,66.3425262763555
66.9867216769187,67.0085002521747
66.7983723971684,66.9321529163558
64.0770084266731,63.7295400131362
67.9937821351538,68.4608982287766
70.3965723296373,72.4338095779365
72.6354829640845,69.3534713942831
59.6090442994941,59.2683055618096
66.3440008301598,65.742370946549
69.5300302957444,69.441447855478
66.9017697316599,67.0775403146562
63.9723730986789,62.5531077298768
70.0499544905161,70.9550925158522
65.3717651282428,65.1914347060446
69.6267673044645,69.7081466986625
62.5303141508902,62.086474384559
65.1729028093062,64.4975600043152
66.6448810677109,67.0028911479783
69.1692078316301,69.6299880588236
64.1689397725985,65.0916387283499
70.2576616016479,69.5867374876047
69.7945035207836,68.3194666318599
63.127023542661,61.8025500821702
69.9021459024555,71.3338167737771
65.1689730795108,64.9752750320828
64.2249952570214,64.3619373815959
65.0546996186131,66.3308136976632
67.7710164034082,67.6661410774526
68.414996954789,68.673640121849
68.4855689230285,67.9235546654949
67.3975731824198,67.1468434178906
66.4725468490317,66.1124486722492
63.1605276065805,63.8053249392779
64.5742296717709,64.3148708763394
68.4736281829315,68.4135551296959
70.4732977821903,69.0799123096648
65.6985173015591,64.4797860024669
65.4511260594051,67.0647397065336
59.5830438670161,59.7270945862685
70.5705926743514,71.0363649524248
65.9434691696538,65.7869325020427
65.0715842014782,65.6849166857272
66.9492022212024,68.1541300996371
69.9348649205462,68.9382705220043
64.6996642507966,63.5256797369828
66.427337557062,66.8493944569009
63.9536369020406,64.6346557826155
65.8244893813774,67.140780514741
65.8218648903047,65.2375122768123
67.5866877756414,67.5122398674291
71.8812916555345,70.5070135516989
63.0622766041171,62.6666122823487
65.0539788878215,64.3409934934886
69.3879382837715,69.7168047092123
65.4120148317082,65.3427027717242
70.5021402900842,72.4426250091393
65.7225117891871,65.4004830614199
