iter,err_val,err_loo
100,0.0570623502984853,0.0389456002377051
200,0.0172387248523868,0.0120622490576535
300,0.0107673347630371,0.00369867511897021
500,0.00519121271517714,0.00236376254973266
1000,0.00246811401972119,0.00074373573294706
2000,0.00114486161436525,0.00034922274253126
4000,0.000718163550504911,0.00024306881656152
8000,0.000322421787693783,0.000166888917516752
