iter,err_val,err_loo
100,329.636237735942,Inf
200,194.473358137453,Inf
300,121.079911261088,Inf
500,46.5293761940541,Inf
1000,0.001423245248516,0.0014179720700267
2000,0.000767449506036934,0.000796549612684956
4000,0.000674541041780912,0.00065494815512694
8000,0.000553374843093699,0.000613929795774936
