y,y_opt_1,y_opt_2
67.1187079221691,56.3844256030658,66.7293028630768
64.8651912140006,54.3490636883144,64.4951472429826
69.0481143691234,58.2661051812315,68.5567731494599
67.212853338074,57.629938229055,66.9205831375685
64.8165084253918,53.6254085128973,64.1270511030537
66.3391497442322,55.5917918506186,65.8314733911756
69.3843759280593,58.4330707348549,69.0031766957703
64.3639599693581,55.0526971946461,64.0274780690664
68.1412436759623,57.3294762750711,67.9127854572097
63.714762781296,52.9351299414683,63.4154891389848
71.8353077688088,61.3702003117762,70.8276355781238
65.5402133492439,55.4541528052824,65.2421290752212
67.6748395483445,56.6988751131811,66.9649664791545
66.6260379251441,55.9984484772858,66.273821070617
66.9507992101793,55.4261396820013,66.4368622849549
60.9693935198345,51.9372690207769,60.428169788311
65.9442325016791,55.2116060605531,65.6277824227456
66.1712943282217,55.8705766088499,65.5252159015724
71.3372352175951,60.5048570878188,71.0602173047996
64.9128491144342,54.5045162690219,64.5672989949973
66.4386254993789,55.4956001725234,66.0025182941884
65.5980127432806,54.8505510785948,65.1041099912473
69.6325767978106,58.8025570279071,69.2277555503472
64.2484656159524,54.5992884001371,63.8718193496568
69.0852125093351,58.2361104303963,68.5477533374784
64.5397525148502,53.9543979827115,64.1879289613118
70.567203134206,59.5543519913602,69.9244746778864
62.4493895137246,51.9379604420989,61.8772668050313
70.5338761780889,59.8203524529796,70.0548460501961
67.8606378092562,57.2381733972595,67.3459758397091
68.4013260110012,57.3065043456967,68.1681350051127
60.6893948393483,52.349361871122,60.1882820654096
67.551743545701,56.8999099092096,67.0155462407125
67.4924095076119,57.3108486098481,66.9094373331255
65.4547287255874,53.9800981971095,65.078974047745
60.1009634467183,49.6911420640983,59.5548502887879
72.5291940644752,62.060295151491,72.2757403056466
69.4889059481794,59.2215012618893,69.3302221297021
68.7919251131531,57.7533520467483,67.9016475964043
61.3736364924829,51.7041696081319,61.1028706523291
67.4499337920931,56.6820997025381,66.7293940903106
68.9329312432627,58.7446211063303,68.6779107880313
68.7022114457765,57.527963065358,68.0416205741705
64.2541906507772,53.8074276187008,63.7374776753185
69.0404758434483,58.1885245105011,68.7734825613357
67.444771648246,56.8397526286952,67.1944440032653
67.7877321803994,56.7021854066372,67.4885649529767
61.1797740611062,51.7987026624792,60.6720944568823
67.3035398224517,56.4735122887971,67.079902505741
67.2976876264606,56.8549350321368,66.5848789514115
68.0361166789806,57.0804769113318,67.4501487799655
65.8244632903902,55.8162939299516,65.4118534991304
69.8710875917894,59.1526450189319,69.5804982601381
67.9274470348076,57.3687750589478,67.5237036217591
66.9333537066881,55.3293620991567,66.4688809082078
64.3730742743234,54.3443771880674,63.9988728501773
67.2412978026264,56.4791137530682,66.4569366916255
66.4558040316318,55.8796817228718,65.6591009924498
67.2866345938822,56.1768803709909,66.9290536568879
66.5364671949681,56.3531513882664,65.711652520701
67.2785429110672,56.3560677610965,66.8132930318684
65.937585414063,55.1957817890022,65.5422785043102
70.3226708331931,59.2386147036914,69.8161376533493
62.387058749577,54.9422376956877,62.0412132313635
65.5840431043981,54.6703146457538,65.4078130525378
63.1402650114205,52.280353836774,62.4245565783631
71.016969569359,60.4255957068235,70.6829644205317
66.654580097521,56.8994143196345,66.2055996192147
65.8518288618744,54.9869023224803,64.6333559979329
66.7168413937969,56.1281326228512,66.3608389020003
68.5349202168565,57.4992908034512,68.2291312332355
62.2622972354618,52.6202069989359,61.8400692749986
70.4348084679003,59.8072455378832,70.2216216470918
65.5256754188669,54.9761955409503,65.1357447666058
69.4622728993517,58.5795703567936,68.824835141846
69.3018610501185,59.6451487255556,68.9645975391987
64.2333378955847,52.5032387657139,63.8181692918864
66.5965762244595,55.8819035172124,65.5776868810207
70.8114638738044,59.8619762399778,70.5450657632367
64.3595075981224,55.3049118495558,63.878456939597
65.296168209331,54.346585357236,64.8930381858071
64.140347231524,53.6380390207147,63.6429551673574
69.7879458001444,58.8842987270781,69.1686881041813
63.637647559086,53.4594564776027,63.2611653820559
67.1603161237404,56.2772369710116,66.189183817842
67.721179324084,56.9604549619776,67.2437727356808
66.34999801892,55.1513198605089,65.910241207471
63.0020990959877,53.2136904870926,62.5014344203967
68.5515398707275,57.4829484853354,67.8648880331545
69.7169363497569,59.5053859915641,69.5314433210564
67.9883634460786,56.8934754814836,67.3165109231495
65.3890309524449,55.1002958303901,64.9365728405954
68.6903713914638,57.7402871681013,68.3541101360566
65.4092211746971,54.431671172932,65.1600893091815
69.2086032098161,58.3716391904221,68.5553802741075
59.198658778908,50.413736624734,58.8246893291516
69.7007520223545,59.1463471947975,69.2397864523626
69.6347059827712,59.6349186455254,68.7685814628354
66.8019729146615,55.6133585427074,66.5642776369422
65.2894234679818,55.1795865336705,64.6125950241958
68.97480981041,58.2426592996213,68.6790186551631
66.1635624803051,55.5576465635621,65.951917158374
67.6583284179194,56.4942759325402,67.3417536175177
65.6529410905899,56.0653442340311,65.3381970454268
67.1227962226489,56.2409968929823,66.1289133997792
70.310776864454,60.1938357676013,69.8963832285704
67.7330711223708,56.6242510952209,67.4024645152968
61.321857832088,50.6987161461395,60.754938707696
69.7530646804189,59.0681004592292,69.3860675715351
65.1281471148984,53.976123300208,64.6618596877042
70.1556010332569,59.1227821495143,69.786505518278
61.8439882542633,52.4792799326341,61.4201456281481
69.0948892116994,58.4560283528738,69.0422301328233
67.517274102654,57.0865368618638,66.9362653775693
66.6935021788181,55.6596494014083,66.252243450413
62.4481236134008,52.1694983966965,62.0145413402584
67.9228144313111,56.8404436701416,67.4468346986629
63.8536076295784,52.8981486641739,63.4509597367285
68.2997989414065,57.3207605274752,67.3601333374516
63.8385883269826,53.8669091072874,63.6938380306988
70.8746794962337,60.3796566231234,70.3078752493987
65.0432818132559,54.0799403802673,64.6830062579443
70.2012015675294,59.4639718946466,69.4889690599064
66.9577265684144,56.7305012301006,66.546432935041
67.84252547007,56.8168441376356,67.2833667780086
67.2752235594716,56.5648012057781,67.0151830506637
69.9810284291996,58.8523896511143,69.4038653846773
54.0454049849111,46.8602975380454,53.7271894578631
68.1726796558213,57.5225572991082,67.6095132300271
66.4645717101122,56.1889622365168,65.7975389513012
67.8901505880828,57.0725173500787,67.5865077140408
66.2893905692392,56.4775739331008,65.4480499573185
64.6048420356426,53.1652355117668,64.1997965778832
64.6431040834882,54.031503599742,64.1106285779735
71.5264664354753,60.5855519351483,71.2204237904187
63.6110026633686,53.9815070540689,63.1858193581598
67.0608404003738,56.3593059827556,66.8667452114845
64.321249637316,53.6123072209073,63.4993506754297
69.8694942354229,59.0558076463403,69.2525635563538
62.2984119843739,51.832377872496,61.926897197444
66.3544328095947,55.3122199272812,65.5128765445779
69.4648395634865,59.0966861085766,69.1004336268814
70.8335655497007,59.9773786313828,70.3079487745711
63.5802162861239,54.617943960747,63.2859508501711
63.5900995891459,52.3494578666253,63.0544929323732
66.4520244140354,56.1693810721284,66.1446829153583
67.9378205076657,56.8131445925775,67.6140574096922
69.135306248992,59.4157376640122,68.7950329959655
67.7595699572355,56.8092385911478,67.4275297693617
62.6419921995437,51.5043518840283,62.0602003558459
70.0558205026681,59.2255919528133,69.326445362061
70.5268014616863,61.5278462168897,70.2373498128668
65.6000717964575,54.4698598581568,65.0944167225394
62.659223109243,51.660100636908,62.1398876586385
68.6571524205693,57.8138915975699,68.1793927655427
65.938047084212,55.5574528271209,65.2226268085926
70.3658315942795,59.6412696109031,69.8519242015114
67.5800462652192,56.732479754315,67.3497420949177
68.9429770091891,57.9297022756893,68.2895042656811
62.0542109564903,53.5274984962379,61.6901115652898
63.9662999693807,52.809826775075,63.5949324302056
66.8891875390861,56.6360147614573,66.5302743083951
70.6011385090217,60.021952005833,70.3132444083539
64.9590734762524,54.9270289575343,64.2543527151523
69.2920082841788,58.704323803984,68.9440575693031
66.2191914397901,55.3555953240766,65.600278817768
66.0183913171871,54.7262274359021,65.6769260473642
65.0044773215301,55.5957329670919,64.5965964861081
67.1157775296022,56.0808028613518,66.7314491816802
64.5852368992942,54.0247492816738,64.1365191839818
69.4467892298684,58.2521560162497,69.0405016143942
67.8149952816683,57.759399636855,67.4548913927397
70.7752059621027,60.1162997428682,70.2799007428322
66.5295460697253,55.7645602130447,65.9510398963914
69.3637086390377,58.4163010009665,68.7537526773134
60.870220630426,51.2350618943133,60.2943496936953
68.6968003031299,57.9768286027001,68.5139693417767
65.7612027459408,55.1396275677586,65.4793350338726
68.5901995479299,57.6924375039269,67.8349771977937
63.3085911323928,53.080401929774,62.8335868619072
68.1870399870297,57.2239159542682,67.7461574295797
72.4834544919583,62.3031469431034,71.7605863907502
66.8931485354053,55.6587761669657,66.509228195882
62.7810902188555,52.8500769068595,62.3715599024178
71.4911754853029,61.1457846993705,71.2178331441513
65.8182582317671,55.2473765400461,65.4249410315096
67.7959861018628,56.5911054752361,67.0641452841283
63.9252322579981,53.3799012166253,63.6622254124106
66.8777584514218,55.7100576413418,65.9576061288426
69.1049844118637,58.7696073911224,68.9138346378312
70.5500090462362,59.4189146804984,70.1772867230473
59.604175632664,51.3111398748246,59.4105769058786
65.114712796793,54.1053970666739,64.7521152808148
69.083956017658,59.0902486417684,68.6305272589059
69.1717907948139,58.4849012748237,68.6564964398358
65.7777215645055,55.9920073127112,65.2905281620628
68.6983979451905,57.9672708290764,68.130367613072
67.0221821928859,56.4603288286562,66.6164101336315
68.1624170170604,56.9838756310484,67.7503673400347
60.205801895316,50.2062487554834,59.7784217992567
70.5892396938223,60.1373567355974,69.9846629801902
67.8837566471116,57.4629087306643,67.3981033266831
66.1050824345983,54.9772223114042,65.6698142511184
65.1275087771961,54.9576299284775,64.9499465541941
65.2903080728122,54.0015300241913,64.8185164023406
67.7508329156652,57.1149134093197,67.3866461473417
70.0755771752884,59.0594824609558,68.9471834686888
64.6919159101822,55.782908781582,64.4163985242114
65.2418591122788,54.1107536434457,64.6920016401983
63.1376572204234,52.4776862102531,61.8989456407602
69.702344724568,58.7974137250247,69.2252471624719
67.9363283669561,58.0596283349179,67.3636158255681
68.2605696951836,57.3487919679783,68.0614513588699
65.120595356325,54.3897507045765,64.6991070058111
69.0016681607968,57.7900695260434,68.936462190714
67.1557153840739,57.7515937134042,66.6562886979208
68.120671463859,57.3772255061859,67.412787136607
67.3159951369919,56.7937237861369,66.834069643091
66.4544789450673,55.1050006171114,66.2014799530463
64.0402996155688,53.5823956462781,63.5745058031593
67.3185847425596,56.2198369158003,66.9878009791971
65.9646148194362,54.8979163349935,65.8165427270866
71.4840304766888,60.7975455634109,70.7183748140618
60.4906275422765,51.6224152496452,60.1486257529835
70.1470632529571,59.7340998309858,69.4063124523869
67.4176071739627,57.0556241859867,67.1613922872352
70.4566727156409,59.6448945672439,69.8936793304975
63.4333709161521,53.2112866938957,62.8309550091761
69.2535136941808,58.4929384146752,68.9202779468294
65.9384368157243,55.0766198465484,65.546844721909
66.3006923963221,55.1328120271131,65.9712074731626
67.4950667468338,58.1834153282779,66.9782160914328
69.5909963379983,58.8556750890529,69.2337088099369
64.8153342551012,54.1942495720079,64.3667054646008
66.5510669910499,55.1003131639562,65.825047257813
60.3425662154408,49.5880902952402,60.0418513065286
69.3297464292046,58.4433699739495,68.5085229096225
66.2078503298658,55.3996171703333,66.0149690120964
69.1808760355491,58.2260306636784,68.7007661138787
58.6284451192281,48.7869142302481,58.0269577423059
68.5418644509867,57.9745579414647,68.4344383055771
71.3381497338293,61.2467365201702,70.9566334573176
68.0132600742638,57.0935817918737,67.2742937364209
66.2313558496127,56.1654277209471,65.7668818068028
68.1221204296966,57.3380387280626,67.3114921415395
67.0728870296267,56.3424142044837,66.2648070375584
66.1695209133824,54.8549596971432,65.7925783035394
63.9872077579863,53.8856719523366,63.5040724421188
70.4631432420178,59.9059826595695,70.1388348291966
67.27491556191,56.8462546645611,66.7811167088886
72.025868635663,61.2302899450211,71.7559185492696
65.0506675911615,54.6349677347185,64.5635336200104
65.8577781483988,54.6921615446712,65.3282886288475
69.1131212874485,58.6536787453777,68.5459249535051
66.7724620734421,55.2195902193439,66.7366986509049
55.2581722347063,48.9505338415213,54.909651564401
69.1374179191156,58.8353313965406,68.8843188299102
67.1139598445742,56.8418234349224,66.4922766025931
68.2947493125439,57.2876223220397,67.6505668120594
66.6154119038736,56.7297928833414,66.2129248072616
68.5121220400807,57.6375156155374,68.1355188975095
68.3986457917204,58.3044769738192,68.0179965564223
68.1527860170559,57.1055946928261,67.8914590812023
61.1756916972292,51.6391289636012,60.52488279
67.1477240358732,56.2775321892271,66.8417316040227
67.0602486975589,56.3537784075542,66.4722876989449
65.8545845767983,54.6422144697901,65.5078710400579
63.3739675513792,53.1056272188122,62.9619222231733
73.5402161398952,63.0993746477586,73.2285412175997
69.2429682618122,58.8428102891718,69.0023982175399
65.9054939681056,54.3851050733874,65.4191964833278
62.2683863431976,53.3080959051713,62.3557412454304
66.2744030081574,55.2953778107173,65.477490685879
65.9292710046354,55.6236699477695,65.4500310006233
65.3778889730901,54.1923218985081,65.0861871256489
65.4249192892176,55.3803506242421,64.761212352061
66.5598605451062,55.5244615786531,65.9586923098992
66.2660809522205,55.5681408028581,66.0429837452335
73.8803553177491,63.352732654768,73.4645170599469
64.0827168068872,54.3380768436156,63.7724608827369
66.5333945011564,55.5203102905966,66.0237088555938
66.1459773480033,55.7273383676725,65.4506390870873
69.8123025950053,58.8785009898893,69.4365934090321
65.9316963673373,55.7515200468073,65.3181746976615
69.7365558437533,59.0830518687179,69.3527937530409
68.7128267826898,57.875072965968,68.3177657305144
68.2900625629699,57.0873320892722,67.5237958412094
62.3549654917844,53.8901269780229,61.9551549496368
68.6075071526439,57.8127200079195,68.3309797092863
64.2302516348943,53.8148099624668,63.8487154156547
71.4637771917171,60.7570733248576,70.6012722735912
61.008544544106,50.9256288339747,60.4097901808068
69.5822456661962,58.763628392211,68.9988830513987
65.6769657277233,54.7595339779271,65.1490253610776
72.356973815204,61.8556571738193,72.0612316891461
65.9708070280364,56.475543078186,65.5347185550433
66.0860638533678,54.8310821202003,65.6129957310339
64.9780742004944,54.4366439612612,64.616161843735
70.3397753965089,59.5998285899705,70.0897784650086
67.554768416804,57.450417917771,67.0073345439316
66.1809187911549,55.1819789850578,65.7636156211277
64.4959717912022,53.37249461817,63.8104032535634
71.2673156957983,60.3696226336133,70.8966349957466
64.2406404348703,55.0927003090955,63.8972499847795
68.2112885052226,57.6437454145583,67.54388375767
64.1215199203444,53.187025101556,63.7760734062612
68.2576311819838,57.3402059970614,67.2017574569592
62.0735095087493,51.6414153003199,61.7625155720626
66.276481509711,55.1507027358916,65.6922926563389
68.7094127477949,58.369279712897,68.4154034594085
68.654805387155,57.3479740434414,68.2042472895149
64.1423607729505,54.27694113577,63.5598934854359
66.7375207179234,55.9439847797827,66.5098825064345
67.9972302158318,57.5340865204165,67.4483316615039
70.3246756501009,59.451820453388,69.9476762429754
69.0030417562207,58.9225705542362,68.7309913137775
65.7341942192605,54.2352201108513,64.7081056414894
64.4845178978385,53.5651566455883,63.8411156554272
67.202065160561,56.116339552852,66.8562027282167
60.4503379213834,52.4041800445619,60.3232978403609
70.8526537057222,60.4996095658182,70.4836300667962
63.0418659890586,52.4005770254323,62.6587768374255
66.3626588944337,55.3014822300936,65.8389053671975
62.72581182267,52.5509796330749,62.4410603981072
68.0410465671926,57.287083788698,67.3007285496022
68.9582684190586,58.814839890446,68.5475351415608
70.9133584202133,59.6897983371846,70.236244661346
56.5846956042241,46.4764634225992,56.1879962005424
71.4193244043692,61.0104514934013,71.161981233048
67.4719856609827,57.1057376300557,66.8098103516558
67.5691800417129,56.4401729342449,67.116687699998
66.4203834178374,56.3764452766924,65.6868558623455
71.9025941702543,61.375141242914,71.5401715270731
67.6721254509168,57.104895270214,67.507705710004
67.8868800167145,56.6716585809768,67.2914093226456
63.3296504231744,54.2308386769359,63.0434978001356
66.4973887835417,55.6095717308507,65.3062387375862
64.6861173621659,54.0204568677926,64.2836595681867
66.1522299252263,54.7407862843402,65.6715156875908
64.0988829697318,53.8662086057497,63.0710953467945
68.4746755618689,57.6717730876486,68.2233062303363
68.8669096049664,58.2863982411038,68.5085956802722
67.5958215190027,56.6379860838045,67.1583376512141
62.3732068338309,52.4481746503774,61.7815533350394
66.3258588975836,55.361210530241,66.1092792276094
70.7354740149708,60.6873655071074,70.1417084118461
66.6922034672518,55.4317709684169,66.4266997824129
65.6151187729505,55.3126328345493,65.0113554607702
70.4071549517934,59.5737914036887,70.190578553137
67.0854493160785,56.2319711844719,66.5893821021501
69.1261398828941,58.172101081601,68.5157151636706
61.5634989560398,52.944038909808,61.2074753661901
66.8068302903447,55.9118575391221,66.1641018772324
66.5583451018661,56.1487137246974,66.4613062753565
66.8388567226822,55.6154463637426,66.2708843635905
62.9696839293445,52.6989103557618,62.5653334611831
66.710870648885,55.6060536779264,66.4020438162076
66.8757339355345,56.2463318126765,66.3171952751361
71.8070469064513,61.2769452772795,71.0419581382022
66.2341731515954,56.6799639737751,65.8087938450627
63.1501608849991,51.8626760049217,62.66826019999
65.9427036977358,55.3383607102484,65.5388969602058
71.3962373896909,60.5364448056038,70.8652587424512
68.7371596250778,58.6992741375113,68.1382019649088
68.4266733239533,57.6699267525547,67.3688771890452
66.895628164531,56.0925380704758,66.5124056493316
70.12157535468,59.3295616881647,69.7549760023502
59.9408123383804,50.2552673487226,59.3621943684619
70.7763173920611,60.2561913082639,70.5790491760037
65.197605184118,54.5990202360408,64.7497445586639
68.568615983797,57.399220661607,67.954096586826
64.4061884953602,54.3564977406649,63.9345664557415
67.6705531959805,56.6109679943367,67.1420730381929
67.94736107245,57.5365911064374,67.0618392073864
68.2884269831228,57.1003359871087,67.871351871297
64.1503713839592,54.1729260311875,63.8184041331322
65.4822860112461,54.3681350277898,65.5003045543121
65.4042050922814,54.6746946917581,64.9677226731279
68.6328659647217,57.8007836263812,68.1730701937671
68.8170012603546,58.7388419646108,68.4284437456301
69.7403381378627,59.0185306128494,69.0961914658055
69.5355599418152,58.8514436125306,69.1240365151769
66.7531858832036,55.3670235078824,66.4612093870702
55.166119653378,47.4616138332931,54.6044295195531
68.029509839408,57.3622468374122,67.5587807957555
64.2524097083079,53.7941753711467,63.8778262732743
71.0110075272241,60.319628134321,70.1478040403303
69.1259298695309,59.7235629908399,68.8848388860126
64.9871534659722,53.8877952776062,64.3021575576234
65.4112171112714,54.830865800796,64.8476804411132
69.964232811616,58.9476273044322,69.54545324406
62.4691349439533,52.758967481398,62.0329332882586
66.7218717097123,55.7687458715499,66.3959168456491
68.0941317055099,57.6497236287534,67.7824953739713
69.4230899492981,58.6683906493561,68.9613255310622
65.2841827819298,55.0802575019231,64.8700339719146
68.4694933030882,57.5568082772719,68.0331963882669
69.241154931946,58.8540419466207,68.9643993833411
65.9645829029901,54.4405432026248,65.4840598427427
62.5837883299397,53.5890843205557,62.1750824978386
69.3883451980935,58.7379806135456,69.0626160122149
66.4054526145314,56.1756330166393,65.8164060224632
66.6038824837637,55.2349998149912,66.2776793733811
61.6739782874918,51.414193856836,61.0828482628833
68.4891412694494,57.7165700031362,67.8707857690312
66.4480581490601,55.7339050809527,66.1406371157641
67.7144841492214,56.6565323288968,67.0987691866614
64.2815704633294,54.4482821136058,63.7437346495518
70.99851524214,60.358896251764,70.7308243469837
65.6681683901737,55.1177916443571,65.3608563360378
64.3947312973818,52.9500017089765,63.6526953969147
64.0807503330628,53.464779338636,63.5255108306353
72.6419540528648,62.2820607768161,72.277205230393
73.0332132929469,62.9591524166264,71.8335365046419
66.3373518194093,55.0202182457758,66.0382347906156
63.6086410131568,55.019676259921,63.3112997772345
67.2006183075042,56.3116906570153,66.776748535545
66.9801799768687,56.7262546958762,66.3629813230228
66.0030670447057,54.832658757205,65.5282737641514
61.8866683683784,51.5617579887687,61.2828825605752
70.2618455469188,59.7919519733457,69.7528451841209
67.1921481070858,56.6243265278837,66.9896135750048
69.4323186614295,58.5580755302744,68.6228368067201
66.0467689294608,56.6078074515399,65.9319152845561
66.9395204746951,56.188210406697,66.1595614615314
64.7678548908433,54.1633392116291,64.3215790451314
67.8211145244617,56.5151936517332,67.5337958900333
65.7205923245388,55.3805109556061,65.0995192236451
66.244401806885,55.2190286241364,65.8311639469498
63.8897936785606,52.7436110495935,63.4814279427454
71.4583639843225,60.5923600976835,71.0274098605115
60.9615964588271,51.3153223469279,60.5843521140262
67.3782311185089,56.5626005510458,66.9874049204303
65.3965436643178,54.829037247477,64.7770338789301
