iter,err_var_1,err_var_2,err_var_3,err_loo_1,err_loo_2,err_loo_3
100,0.162165745553823,12.2070270286446,16.7312788515446,0.187377730387342,Inf,Inf
200,0.154242233388597,6.44730738667597,16.4326740209375,0.15715568885314,Inf,Inf
300,0.14392280759038,3.50624233042378,16.0713168324338,0.146963727334539,Inf,Inf
500,0.134933610258712,0.628127214134497,15.0793767648176,0.141849279961541,Inf,Inf
1000,0.134534761492346,0.0141799506539102,12.9584280499033,0.12959379499044,0.010018151258361,Inf
2000,0.132422814195816,0.00805691413572188,9.09351214393282,0.131165148889944,0.00614026515672368,Inf
4000,0.132201767313464,0.00725934706591215,5.06280035970459,0.129654269164228,0.00552924478002853,Inf
8000,0.132329527560956,0.00670756775272719,0.0181914242325909,0.128780325483644,0.00546240983525261,0.0179116452270338
